service_id,date,exception_type
45,20120115,2
45,20120116,1
45,20120117,1
45,20120118,2
45,20120119,2
45,20120120,1
45,20120121,2
45,20120122,2
45,20120123,1
45,20120124,1
45,20120125,2
45,20120126,2
45,20120127,1
45,20120128,2
45,20120129,2
45,20120130,1
45,20120131,1
45,20120201,2
45,20120202,2
45,20120203,1
45,20120204,2
45,20120205,2
45,20120206,1
45,20120207,1
45,20120208,2
45,20120209,2
45,20120210,1
45,20120211,2
45,20120212,2
45,20120213,1
45,20120214,1
45,20120215,2
45,20120216,2
45,20120217,1
45,20120218,2
45,20120219,2
45,20120220,1
45,20120221,1
45,20120222,2
45,20120223,2
45,20120224,1
45,20120225,2
45,20120226,2
45,20120227,1
45,20120228,1
45,20120229,2
45,20120301,2
45,20120302,1
45,20120303,2
45,20120304,2
45,20120305,1
45,20120306,1
45,20120307,2
45,20120308,2
45,20120309,1
45,20120310,2
45,20120311,2
45,20120312,1
45,20120313,1
45,20120314,2
45,20120315,2
45,20120316,1
45,20120317,2
45,20120318,2
45,20120319,1
45,20120320,1
45,20120321,2
45,20120322,2
45,20120323,1
45,20120324,2
45,20120325,2
45,20120326,1
45,20120327,1
45,20120328,2
45,20120329,2
45,20120330,1
46,20120102,1
46,20120103,1
46,20120104,1
46,20120105,1
46,20120106,1
46,20120107,2
46,20120108,2
46,20120109,1
46,20120110,1
46,20120111,1
46,20120112,1
46,20120113,1
46,20120114,2
46,20120115,2
46,20120116,1
46,20120117,1
46,20120118,1
46,20120119,1
46,20120120,1
46,20120121,2
46,20120122,2
46,20120123,1
46,20120124,1
46,20120125,1
46,20120126,1
46,20120127,1
46,20120128,2
46,20120129,2
46,20120130,1
46,20120131,1
46,20120201,1
46,20120202,1
46,20120203,1
46,20120204,2
46,20120205,2
46,20120206,1
46,20120207,1
46,20120208,1
46,20120209,1
46,20120210,1
46,20120211,2
46,20120212,2
46,20120213,1
46,20120214,1
46,20120215,1
46,20120216,1
46,20120217,1
46,20120218,2
46,20120219,2
46,20120220,1
46,20120221,1
46,20120222,1
46,20120223,1
46,20120224,1
46,20120225,2
46,20120226,2
46,20120227,1
46,20120228,1
46,20120229,1
46,20120301,1
46,20120302,1
46,20120303,2
46,20120304,2
46,20120305,1
46,20120306,1
46,20120307,1
46,20120308,1
46,20120309,1
46,20120310,2
46,20120311,2
46,20120312,1
46,20120313,1
46,20120314,1
46,20120315,1
46,20120316,1
46,20120317,2
46,20120318,2
46,20120319,1
46,20120320,1
46,20120321,1
46,20120322,1
46,20120323,1
46,20120324,2
46,20120325,2
46,20120326,1
46,20120327,1
46,20120328,1
46,20120329,1
46,20120330,1
47,20120102,2
47,20120103,2
47,20120104,2
47,20120105,2
47,20120106,2
47,20120107,2
47,20120108,2
47,20120109,2
47,20120110,2
47,20120111,2
47,20120112,2
47,20120113,2
47,20120114,2
47,20120115,2
47,20120116,2
47,20120117,2
47,20120118,2
47,20120119,2
47,20120120,2
47,20120121,2
47,20120122,2
47,20120123,2
47,20120124,2
47,20120125,2
47,20120126,2
47,20120127,2
47,20120128,2
47,20120129,2
47,20120130,2
47,20120131,2
47,20120201,2
47,20120202,2
47,20120203,2
47,20120204,2
47,20120205,2
47,20120206,2
47,20120207,2
47,20120208,2
47,20120209,2
47,20120210,2
47,20120211,2
47,20120212,2
47,20120213,2
47,20120214,2
47,20120215,2
47,20120216,2
47,20120217,2
47,20120218,2
47,20120219,2
47,20120220,1
47,20120221,1
47,20120222,1
47,20120223,1
47,20120224,1
47,20120225,2
47,20120226,2
47,20120227,2
47,20120228,2
47,20120229,2
47,20120301,2
47,20120302,2
47,20120303,2
47,20120304,2
47,20120305,2
47,20120306,2
47,20120307,2
47,20120308,2
47,20120309,2
47,20120310,2
47,20120311,2
47,20120312,2
47,20120313,2
47,20120314,2
47,20120315,2
47,20120316,2
47,20120317,2
47,20120318,2
47,20120319,2
47,20120320,2
47,20120321,2
47,20120322,2
47,20120323,2
47,20120324,2
47,20120325,2
47,20120326,2
47,20120327,2
47,20120328,2
47,20120329,2
47,20120330,2
48,20120102,1
48,20120103,1
48,20120104,1
48,20120105,1
48,20120106,1
48,20120107,2
48,20120108,2
48,20120109,1
48,20120110,1
48,20120111,1
48,20120112,1
48,20120113,1
48,20120114,2
48,20120115,2
48,20120116,1
48,20120117,1
48,20120118,1
48,20120119,1
48,20120120,1
48,20120121,2
48,20120122,2
48,20120123,1
48,20120124,1
48,20120125,1
48,20120126,1
48,20120127,1
48,20120128,2
48,20120129,2
48,20120130,1
48,20120131,1
48,20120201,1
48,20120202,1
48,20120203,1
48,20120204,2
48,20120205,2
48,20120206,1
48,20120207,1
48,20120208,1
48,20120209,1
48,20120210,1
48,20120211,2
48,20120212,2
48,20120213,1
48,20120214,1
48,20120215,1
48,20120216,1
48,20120217,1
48,20120218,2
48,20120219,2
48,20120220,1
48,20120221,1
48,20120222,1
48,20120223,1
48,20120224,1
48,20120225,2
48,20120226,2
48,20120227,1
48,20120228,1
48,20120229,1
48,20120301,1
48,20120302,1
48,20120303,2
48,20120304,2
48,20120305,1
48,20120306,1
48,20120307,1
48,20120308,1
48,20120309,1
48,20120310,2
48,20120311,2
48,20120312,1
48,20120313,1
48,20120314,1
48,20120315,1
48,20120316,1
48,20120317,2
48,20120318,2
48,20120319,1
48,20120320,1
48,20120321,1
48,20120322,1
48,20120323,1
48,20120324,2
48,20120325,2
48,20120326,1
48,20120327,1
48,20120328,1
48,20120329,1
48,20120330,1
49,20120102,2
49,20120103,2
49,20120104,2
49,20120105,2
49,20120106,2
49,20120107,1
49,20120108,2
49,20120109,2
49,20120110,2
49,20120111,2
49,20120112,2
49,20120113,2
49,20120114,1
49,20120115,2
49,20120116,2
49,20120117,2
49,20120118,2
49,20120119,2
49,20120120,2
49,20120121,1
49,20120122,2
49,20120123,2
49,20120124,2
49,20120125,2
49,20120126,2
49,20120127,2
49,20120128,1
49,20120129,2
49,20120130,2
49,20120131,2
49,20120201,2
49,20120202,2
49,20120203,2
49,20120204,1
49,20120205,2
49,20120206,2
49,20120207,2
49,20120208,2
49,20120209,2
49,20120210,2
49,20120211,1
49,20120212,2
49,20120213,2
49,20120214,2
49,20120215,2
49,20120216,2
49,20120217,2
49,20120218,1
49,20120219,2
49,20120220,2
49,20120221,2
49,20120222,2
49,20120223,2
49,20120224,2
49,20120225,1
49,20120226,2
49,20120227,2
49,20120228,2
49,20120229,2
49,20120301,2
49,20120302,2
49,20120303,1
49,20120304,2
49,20120305,2
49,20120306,2
49,20120307,2
49,20120308,2
49,20120309,2
49,20120310,1
49,20120311,2
49,20120312,2
49,20120313,2
49,20120314,2
49,20120315,2
49,20120316,2
49,20120317,1
49,20120318,2
49,20120319,2
49,20120320,2
49,20120321,2
49,20120322,2
49,20120323,2
49,20120324,1
49,20120325,2
49,20120326,2
49,20120327,2
49,20120328,2
49,20120329,2
49,20120330,2
50,20120102,2
50,20120103,2
50,20120104,2
50,20120105,2
50,20120106,2
50,20120107,2
50,20120108,1
50,20120109,2
50,20120110,2
50,20120111,2
50,20120112,2
50,20120113,2
50,20120114,2
50,20120115,1
50,20120116,2
50,20120117,2
50,20120118,2
50,20120119,2
50,20120120,2
50,20120121,2
50,20120122,1
50,20120123,2
50,20120124,2
50,20120125,2
50,20120126,2
50,20120127,2
50,20120128,2
50,20120129,1
50,20120130,2
50,20120131,2
50,20120201,2
50,20120202,2
50,20120203,2
50,20120204,2
50,20120205,1
50,20120206,2
50,20120207,2
50,20120208,2
50,20120209,2
50,20120210,2
50,20120211,2
50,20120212,1
50,20120213,2
50,20120214,2
50,20120215,2
50,20120216,2
50,20120217,2
50,20120218,2
50,20120219,1
50,20120220,2
50,20120221,2
50,20120222,2
50,20120223,2
50,20120224,2
50,20120225,2
50,20120226,1
50,20120227,2
50,20120228,2
50,20120229,2
50,20120301,2
50,20120302,2
50,20120303,2
50,20120304,1
50,20120305,2
50,20120306,2
50,20120307,2
50,20120308,2
50,20120309,2
50,20120310,2
50,20120311,1
50,20120312,2
50,20120313,2
50,20120314,2
50,20120315,2
50,20120316,2
50,20120317,2
50,20120318,1
50,20120319,2
50,20120320,2
50,20120321,2
50,20120322,2
50,20120323,2
50,20120324,2
50,20120325,1
50,20120326,2
50,20120327,2
50,20120328,2
50,20120329,2
50,20120330,2
51,20120102,2
51,20120103,2
51,20120104,2
51,20120105,1
51,20120106,2
51,20120107,2
51,20120108,2
51,20120109,2
51,20120110,2
51,20120111,2
51,20120112,1
51,20120113,2
51,20120114,2
51,20120115,2
51,20120116,2
51,20120117,2
51,20120118,2
51,20120119,1
51,20120120,2
51,20120121,2
51,20120122,2
51,20120123,2
51,20120124,2
51,20120125,2
51,20120126,1
51,20120127,2
51,20120128,2
51,20120129,2
51,20120130,2
51,20120131,2
51,20120201,2
51,20120202,1
51,20120203,2
51,20120204,2
51,20120205,2
51,20120206,2
51,20120207,2
51,20120208,2
51,20120209,1
51,20120210,2
51,20120211,2
51,20120212,2
51,20120213,2
51,20120214,2
51,20120215,2
51,20120216,1
51,20120217,2
51,20120218,2
51,20120219,2
51,20120220,2
51,20120221,2
51,20120222,2
51,20120223,1
51,20120224,2
51,20120225,2
51,20120226,2
51,20120227,2
51,20120228,2
51,20120229,2
51,20120301,1
51,20120302,2
51,20120303,2
51,20120304,2
51,20120305,2
51,20120306,2
51,20120307,2
51,20120308,1
51,20120309,2
51,20120310,2
51,20120311,2
51,20120312,2
51,20120313,2
51,20120314,2
51,20120315,1
51,20120316,2
51,20120317,2
51,20120318,2
51,20120319,2
51,20120320,2
51,20120321,2
51,20120322,1
51,20120323,2
51,20120324,2
51,20120325,2
51,20120326,2
51,20120327,2
51,20120328,2
51,20120329,1
51,20120330,2
52,20120102,2
52,20120103,2
52,20120104,2
52,20120105,2
52,20120106,1
52,20120107,2
52,20120108,2
52,20120109,2
52,20120110,2
52,20120111,2
52,20120112,2
52,20120113,1
52,20120114,2
52,20120115,2
52,20120116,2
52,20120117,2
52,20120118,2
52,20120119,2
52,20120120,1
52,20120121,2
52,20120122,2
52,20120123,2
52,20120124,2
52,20120125,2
52,20120126,2
52,20120127,1
52,20120128,2
52,20120129,2
52,20120130,2
52,20120131,2
52,20120201,2
52,20120202,2
52,20120203,1
52,20120204,2
52,20120205,2
52,20120206,2
52,20120207,2
52,20120208,2
52,20120209,2
52,20120210,1
52,20120211,2
52,20120212,2
52,20120213,2
52,20120214,2
52,20120215,2
1,20120102,1
1,20120103,1
1,20120104,1
1,20120105,1
1,20120106,1
1,20120107,2
1,20120108,2
1,20120109,1
1,20120110,1
1,20120111,1
1,20120112,1
1,20120113,1
1,20120114,2
1,20120115,2
1,20120116,1
1,20120117,1
1,20120118,1
1,20120119,1
1,20120120,1
1,20120121,2
1,20120122,2
1,20120123,1
1,20120124,1
1,20120125,1
1,20120126,1
1,20120127,1
1,20120128,2
1,20120129,2
1,20120130,1
1,20120131,1
1,20120201,1
1,20120202,1
1,20120203,1
1,20120204,2
1,20120205,2
1,20120206,1
1,20120207,1
1,20120208,1
1,20120209,1
1,20120210,1
1,20120211,2
1,20120212,2
1,20120213,1
1,20120214,1
1,20120215,1
1,20120216,1
1,20120217,1
1,20120218,2
1,20120219,2
1,20120220,1
1,20120221,1
1,20120222,1
1,20120223,1
1,20120224,1
1,20120225,2
1,20120226,2
1,20120227,1
1,20120228,1
1,20120229,1
1,20120301,1
1,20120302,1
1,20120303,2
1,20120304,2
1,20120305,1
1,20120306,1
1,20120307,1
1,20120308,1
1,20120309,1
1,20120310,2
1,20120311,2
1,20120312,1
1,20120313,1
1,20120314,1
1,20120315,1
1,20120316,1
1,20120317,2
1,20120318,2
1,20120319,1
1,20120320,1
1,20120321,1
1,20120322,1
1,20120323,1
1,20120324,2
1,20120325,2
1,20120326,1
1,20120327,1
1,20120328,1
1,20120329,1
1,20120330,1
2,20120102,2
2,20120103,2
2,20120104,2
2,20120105,2
2,20120106,2
2,20120107,1
2,20120108,2
2,20120109,2
2,20120110,2
2,20120111,2
2,20120112,2
2,20120113,2
2,20120114,1
2,20120115,2
2,20120116,2
2,20120117,2
2,20120118,2
2,20120119,2
2,20120120,2
2,20120121,1
2,20120122,2
2,20120123,2
2,20120124,2
2,20120125,2
2,20120126,2
2,20120127,2
2,20120128,1
2,20120129,2
2,20120130,2
2,20120131,2
2,20120201,2
2,20120202,2
2,20120203,2
2,20120204,1
2,20120205,2
2,20120206,2
2,20120207,2
2,20120208,2
2,20120209,2
2,20120210,2
2,20120211,1
2,20120212,2
2,20120213,2
2,20120214,2
2,20120215,2
2,20120216,2
2,20120217,2
2,20120218,1
2,20120219,2
2,20120220,2
2,20120221,2
2,20120222,2
2,20120223,2
2,20120224,2
2,20120225,1
2,20120226,2
2,20120227,2
2,20120228,2
2,20120229,2
2,20120301,2
2,20120302,2
2,20120303,1
2,20120304,2
2,20120305,2
2,20120306,2
2,20120307,2
2,20120308,2
2,20120309,2
2,20120310,1
2,20120311,2
2,20120312,2
2,20120313,2
2,20120314,2
2,20120315,2
2,20120316,2
2,20120317,1
2,20120318,2
2,20120319,2
2,20120320,2
2,20120321,2
2,20120322,2
2,20120323,2
2,20120324,1
2,20120325,2
2,20120326,2
2,20120327,2
2,20120328,2
2,20120329,2
2,20120330,2
3,20120102,2
3,20120103,2
3,20120104,2
3,20120105,2
3,20120106,2
3,20120107,2
3,20120108,1
3,20120109,2
3,20120110,2
3,20120111,2
3,20120112,2
3,20120113,2
3,20120114,2
3,20120115,1
3,20120116,2
3,20120117,2
3,20120118,2
3,20120119,2
3,20120120,2
3,20120121,2
3,20120122,1
3,20120123,2
3,20120124,2
3,20120125,2
3,20120126,2
3,20120127,2
3,20120128,2
3,20120129,1
3,20120130,2
3,20120131,2
3,20120201,2
3,20120202,2
3,20120203,2
3,20120204,2
3,20120205,1
3,20120206,2
3,20120207,2
3,20120208,2
3,20120209,2
3,20120210,2
3,20120211,2
3,20120212,1
3,20120213,2
3,20120214,2
3,20120215,2
3,20120216,2
3,20120217,2
3,20120218,2
3,20120219,1
3,20120220,2
3,20120221,2
3,20120222,2
3,20120223,2
3,20120224,2
3,20120225,2
3,20120226,1
3,20120227,2
3,20120228,2
3,20120229,2
3,20120301,2
3,20120302,2
3,20120303,2
3,20120304,1
3,20120305,2
3,20120306,2
3,20120307,2
3,20120308,2
3,20120309,2
3,20120310,2
3,20120311,1
3,20120312,2
3,20120313,2
3,20120314,2
3,20120315,2
3,20120316,2
3,20120317,2
3,20120318,1
3,20120319,2
3,20120320,2
3,20120321,2
3,20120322,2
3,20120323,2
3,20120324,2
3,20120325,1
3,20120326,2
3,20120327,2
3,20120328,2
3,20120329,2
3,20120330,2
4,20120102,2
4,20120103,2
4,20120104,2
4,20120105,2
4,20120106,1
4,20120107,2
4,20120108,2
4,20120109,2
4,20120110,2
4,20120111,2
4,20120112,2
4,20120113,1
4,20120114,2
4,20120115,2
4,20120116,2
4,20120117,2
4,20120118,2
4,20120119,2
4,20120120,1
4,20120121,2
4,20120122,2
4,20120123,2
4,20120124,2
4,20120125,2
4,20120126,2
4,20120127,1
4,20120128,2
4,20120129,2
4,20120130,2
4,20120131,2
4,20120201,2
4,20120202,2
4,20120203,1
4,20120204,2
4,20120205,2
4,20120206,2
4,20120207,2
4,20120208,2
4,20120209,2
4,20120210,1
4,20120211,2
4,20120212,2
4,20120213,2
4,20120214,2
4,20120215,2
4,20120216,2
4,20120217,1
4,20120218,2
4,20120219,2
4,20120220,2
4,20120221,2
4,20120222,2
4,20120223,2
4,20120224,1
4,20120225,2
4,20120226,2
4,20120227,2
4,20120228,2
4,20120229,2
4,20120301,2
4,20120302,1
4,20120303,2
4,20120304,2
4,20120305,2
4,20120306,2
4,20120307,2
4,20120308,2
4,20120309,1
4,20120310,2
4,20120311,2
4,20120312,2
4,20120313,2
4,20120314,2
4,20120315,2
4,20120316,1
4,20120317,2
4,20120318,2
4,20120319,2
4,20120320,2
4,20120321,2
4,20120322,2
4,20120323,1
4,20120324,2
4,20120325,2
4,20120326,2
4,20120327,2
4,20120328,2
4,20120329,2
4,20120330,1
5,20120102,1
5,20120103,1
5,20120104,1
5,20120105,1
5,20120106,2
5,20120107,2
5,20120108,2
5,20120109,1
5,20120110,1
5,20120111,1
5,20120112,1
5,20120113,2
5,20120114,2
5,20120115,2
5,20120116,1
5,20120117,1
5,20120118,1
5,20120119,1
5,20120120,2
5,20120121,2
5,20120122,2
5,20120123,1
5,20120124,1
5,20120125,1
5,20120126,1
5,20120127,2
18,20120117,2
18,20120118,1
18,20120119,2
18,20120120,2
18,20120121,2
18,20120122,2
18,20120123,1
18,20120124,2
18,20120125,1
18,20120126,2
18,20120127,2
18,20120128,2
18,20120129,2
18,20120130,1
18,20120131,2
18,20120201,1
18,20120202,2
18,20120203,2
18,20120204,2
18,20120205,2
18,20120206,1
18,20120207,2
18,20120208,1
18,20120209,2
18,20120210,2
18,20120211,2
18,20120212,2
18,20120213,1
18,20120214,2
18,20120215,1
18,20120216,2
18,20120217,2
18,20120218,2
18,20120219,2
18,20120220,2
18,20120221,2
18,20120222,2
18,20120223,2
18,20120224,2
18,20120225,2
18,20120226,2
18,20120227,1
18,20120228,2
18,20120229,1
18,20120301,2
18,20120302,2
18,20120303,2
18,20120304,2
18,20120305,1
18,20120306,2
18,20120307,1
18,20120308,2
18,20120309,2
18,20120310,2
18,20120311,2
18,20120312,1
18,20120313,2
18,20120314,1
18,20120315,2
18,20120316,2
18,20120317,2
18,20120318,2
18,20120319,1
18,20120320,2
18,20120321,1
18,20120322,2
18,20120323,2
18,20120324,2
18,20120325,2
18,20120326,1
18,20120327,2
18,20120328,1
18,20120329,2
18,20120330,2
19,20120102,1
19,20120103,1
19,20120104,1
19,20120105,1
19,20120106,1
19,20120107,2
19,20120108,2
19,20120109,1
19,20120110,1
19,20120111,1
19,20120112,1
19,20120113,1
19,20120114,2
19,20120115,2
19,20120116,1
19,20120117,1
19,20120118,1
19,20120119,1
19,20120120,1
19,20120121,2
19,20120122,2
19,20120123,1
19,20120124,1
19,20120125,1
19,20120126,1
19,20120127,1
19,20120128,2
19,20120129,2
19,20120130,1
19,20120131,1
19,20120201,1
19,20120202,1
19,20120203,1
19,20120204,2
19,20120205,2
19,20120206,1
19,20120207,1
19,20120208,1
19,20120209,1
19,20120210,1
19,20120211,2
19,20120212,2
19,20120213,1
19,20120214,1
19,20120215,1
19,20120216,1
19,20120217,1
19,20120218,2
19,20120219,2
19,20120220,2
19,20120221,2
19,20120222,2
19,20120223,2
19,20120224,2
19,20120225,2
19,20120226,2
19,20120227,1
19,20120228,1
19,20120229,1
19,20120301,1
19,20120302,1
19,20120303,2
19,20120304,2
19,20120305,1
19,20120306,1
19,20120307,1
19,20120308,1
19,20120309,1
19,20120310,2
19,20120311,2
19,20120312,1
19,20120313,1
19,20120314,1
19,20120315,1
19,20120316,1
19,20120317,2
19,20120318,2
19,20120319,1
19,20120320,1
19,20120321,1
19,20120322,1
19,20120323,1
19,20120324,2
19,20120325,2
19,20120326,1
19,20120327,1
19,20120328,1
19,20120329,1
19,20120330,1
20,20120102,1
20,20120103,1
20,20120104,1
20,20120105,1
20,20120106,1
20,20120107,2
20,20120108,2
20,20120109,1
20,20120110,1
20,20120111,1
20,20120112,1
20,20120113,1
20,20120114,2
20,20120115,2
20,20120116,1
20,20120117,1
20,20120118,1
20,20120119,1
20,20120120,1
20,20120121,2
20,20120122,2
20,20120123,1
20,20120124,1
20,20120125,1
20,20120126,1
20,20120127,1
20,20120128,2
20,20120129,2
20,20120130,1
20,20120131,1
20,20120201,1
20,20120202,1
20,20120203,1
20,20120204,2
20,20120205,2
20,20120206,1
20,20120207,1
20,20120208,1
20,20120209,1
20,20120210,1
20,20120211,2
20,20120212,2
20,20120213,1
20,20120214,1
20,20120215,1
20,20120216,1
20,20120217,1
20,20120218,2
20,20120219,2
20,20120220,2
20,20120221,2
20,20120222,2
20,20120223,2
20,20120224,2
20,20120225,2
20,20120226,2
20,20120227,1
20,20120228,1
20,20120229,1
20,20120301,1
20,20120302,1
20,20120303,2
20,20120304,2
20,20120305,1
20,20120306,1
20,20120307,1
20,20120308,1
20,20120309,1
20,20120310,2
20,20120311,2
20,20120312,1
20,20120313,1
20,20120314,1
20,20120315,1
20,20120316,1
20,20120317,2
20,20120318,2
20,20120319,1
20,20120320,1
20,20120321,1
20,20120322,1
20,20120323,1
20,20120324,2
20,20120325,2
20,20120326,1
20,20120327,1
20,20120328,1
20,20120329,1
20,20120330,1
21,20120102,1
21,20120103,1
21,20120104,1
21,20120105,1
21,20120106,1
21,20120107,2
21,20120108,2
21,20120109,1
21,20120110,1
21,20120111,1
21,20120112,1
21,20120113,1
21,20120114,2
21,20120115,2
21,20120116,1
21,20120117,1
21,20120118,1
21,20120119,1
21,20120120,1
21,20120121,2
21,20120122,2
21,20120123,1
21,20120124,1
21,20120125,1
21,20120126,1
21,20120127,1
21,20120128,2
21,20120129,2
21,20120130,1
21,20120131,1
21,20120201,1
21,20120202,1
21,20120203,1
21,20120204,2
21,20120205,2
21,20120206,1
21,20120207,1
21,20120208,1
21,20120209,1
21,20120210,1
21,20120211,2
21,20120212,2
21,20120213,1
21,20120214,1
21,20120215,1
21,20120216,1
21,20120217,1
21,20120218,2
21,20120219,2
21,20120220,2
21,20120221,2
21,20120222,2
21,20120223,2
21,20120224,2
21,20120225,2
21,20120226,2
21,20120227,1
21,20120228,1
21,20120229,1
21,20120301,1
21,20120302,1
21,20120303,2
21,20120304,2
21,20120305,1
21,20120306,1
21,20120307,1
21,20120308,1
21,20120309,1
21,20120310,2
21,20120311,2
21,20120312,1
21,20120313,1
21,20120314,1
21,20120315,1
21,20120316,1
21,20120317,2
21,20120318,2
21,20120319,1
21,20120320,1
21,20120321,1
21,20120322,1
21,20120323,1
21,20120324,2
21,20120325,2
21,20120326,1
21,20120327,1
21,20120328,1
21,20120329,1
21,20120330,1
22,20120102,1
22,20120103,1
22,20120104,1
22,20120105,1
22,20120106,1
22,20120107,2
22,20120108,2
22,20120109,1
22,20120110,1
22,20120111,1
22,20120112,1
22,20120113,1
22,20120114,2
22,20120115,2
22,20120116,1
22,20120117,1
22,20120118,1
22,20120119,1
22,20120120,1
22,20120121,2
22,20120122,2
22,20120123,1
22,20120124,1
22,20120125,1
22,20120126,1
22,20120127,1
22,20120128,2
22,20120129,2
22,20120130,1
22,20120131,1
22,20120201,1
22,20120202,1
22,20120203,1
22,20120204,2
22,20120205,2
22,20120206,1
22,20120207,1
22,20120208,1
22,20120209,1
22,20120210,1
22,20120211,2
26,20120309,1
26,20120310,2
26,20120311,2
26,20120312,1
26,20120313,1
26,20120314,1
26,20120315,1
26,20120316,1
26,20120317,2
26,20120318,2
26,20120319,1
26,20120320,1
26,20120321,1
26,20120322,1
26,20120323,1
26,20120324,2
26,20120325,2
26,20120326,1
26,20120327,1
26,20120328,1
26,20120329,1
26,20120330,1
27,20120102,1
27,20120103,2
27,20120104,2
27,20120105,2
27,20120106,2
27,20120107,2
27,20120108,2
27,20120109,1
27,20120110,2
27,20120111,2
27,20120112,2
27,20120113,2
27,20120114,2
27,20120115,2
27,20120116,1
27,20120117,2
27,20120118,2
27,20120119,2
27,20120120,2
27,20120121,2
27,20120122,2
27,20120123,1
27,20120124,2
27,20120125,2
27,20120126,2
27,20120127,2
27,20120128,2
27,20120129,2
27,20120130,1
27,20120131,2
27,20120201,2
27,20120202,2
27,20120203,2
27,20120204,2
27,20120205,2
27,20120206,1
27,20120207,2
27,20120208,2
27,20120209,2
27,20120210,2
27,20120211,2
27,20120212,2
27,20120213,1
27,20120214,2
27,20120215,2
27,20120216,2
27,20120217,2
27,20120218,2
27,20120219,2
27,20120220,2
27,20120221,2
27,20120222,2
27,20120223,2
27,20120224,2
27,20120225,2
27,20120226,2
27,20120227,1
27,20120228,2
27,20120229,2
27,20120301,2
27,20120302,2
27,20120303,2
27,20120304,2
27,20120305,1
27,20120306,2
27,20120307,2
27,20120308,2
27,20120309,2
27,20120310,2
27,20120311,2
27,20120312,1
27,20120313,2
27,20120314,2
27,20120315,2
27,20120316,2
27,20120317,2
27,20120318,2
27,20120319,1
27,20120320,2
27,20120321,2
27,20120322,2
27,20120323,2
27,20120324,2
27,20120325,2
27,20120326,1
27,20120327,2
27,20120328,2
27,20120329,2
27,20120330,2
28,20120102,2
28,20120103,2
28,20120104,2
28,20120105,1
28,20120106,2
28,20120107,2
28,20120108,2
28,20120109,2
28,20120110,2
28,20120111,2
28,20120112,1
28,20120113,2
28,20120114,2
28,20120115,2
28,20120116,2
28,20120117,2
28,20120118,2
28,20120119,1
28,20120120,2
28,20120121,2
28,20120122,2
28,20120123,2
28,20120124,2
28,20120125,2
28,20120126,1
28,20120127,2
28,20120128,2
28,20120129,2
28,20120130,2
28,20120131,2
28,20120201,2
28,20120202,1
28,20120203,2
28,20120204,2
28,20120205,2
28,20120206,2
28,20120207,2
28,20120208,2
28,20120209,1
28,20120210,2
28,20120211,2
28,20120212,2
28,20120213,2
28,20120214,2
28,20120215,2
28,20120216,1
28,20120217,2
28,20120218,2
28,20120219,2
28,20120220,2
28,20120221,2
28,20120222,2
28,20120223,2
28,20120224,2
28,20120225,2
28,20120226,2
28,20120227,2
28,20120228,2
28,20120229,2
28,20120301,1
28,20120302,2
28,20120303,2
28,20120304,2
28,20120305,2
28,20120306,2
28,20120307,2
28,20120308,1
28,20120309,2
28,20120310,2
28,20120311,2
28,20120312,2
28,20120313,2
28,20120314,2
28,20120315,1
28,20120316,2
28,20120317,2
28,20120318,2
28,20120319,2
28,20120320,2
28,20120321,2
28,20120322,1
28,20120323,2
28,20120324,2
28,20120325,2
28,20120326,2
28,20120327,2
28,20120328,2
28,20120329,1
28,20120330,2
29,20120102,1
29,20120103,1
29,20120104,1
29,20120105,1
29,20120106,1
29,20120107,2
29,20120108,2
29,20120109,1
29,20120110,1
29,20120111,1
29,20120112,1
29,20120113,1
29,20120114,2
29,20120115,2
29,20120116,1
29,20120117,1
29,20120118,1
29,20120119,1
29,20120120,1
29,20120121,2
29,20120122,2
29,20120123,1
29,20120124,1
29,20120125,1
29,20120126,1
29,20120127,1
29,20120128,2
29,20120129,2
29,20120130,1
29,20120131,1
29,20120201,1
29,20120202,1
29,20120203,1
29,20120204,2
29,20120205,2
29,20120206,1
29,20120207,1
29,20120208,1
29,20120209,1
29,20120210,1
29,20120211,2
29,20120212,2
29,20120213,1
29,20120214,1
29,20120215,1
29,20120216,1
29,20120217,1
29,20120218,2
29,20120219,2
29,20120220,2
29,20120221,2
29,20120222,2
29,20120223,2
29,20120224,2
29,20120225,2
29,20120226,2
29,20120227,1
29,20120228,1
29,20120229,1
29,20120301,1
29,20120302,1
29,20120303,2
29,20120304,2
29,20120305,1
29,20120306,1
29,20120307,1
29,20120308,1
29,20120309,1
29,20120310,2
29,20120311,2
29,20120312,1
29,20120313,1
29,20120314,1
29,20120315,1
29,20120316,1
29,20120317,2
29,20120318,2
29,20120319,1
29,20120320,1
29,20120321,1
29,20120322,1
29,20120323,1
29,20120324,2
29,20120325,2
29,20120326,1
29,20120327,1
29,20120328,1
29,20120329,1
29,20120330,1
30,20120102,1
30,20120103,1
30,20120104,1
30,20120105,1
30,20120106,2
30,20120107,2
30,20120108,2
30,20120109,1
30,20120110,1
30,20120111,1
30,20120112,1
30,20120113,2
30,20120114,2
30,20120115,2
30,20120116,1
30,20120117,1
30,20120118,1
30,20120119,1
30,20120120,2
30,20120121,2
30,20120122,2
30,20120123,1
30,20120124,1
30,20120125,1
30,20120126,1
30,20120127,2
30,20120128,2
30,20120129,2
30,20120130,1
30,20120131,1
30,20120201,1
30,20120202,1
30,20120203,2
30,20120204,2
30,20120205,2
30,20120206,1
30,20120207,1
30,20120208,1
30,20120209,1
30,20120210,2
