stop_id,stop_name,stop_desc,stop_lat,stop_lon,stop_url
11020351,Kvål,11020351,58.818895,5.719062,http://gt.rkt.no/H11020351
11020352,Lundeleitet,11020352,58.828984,5.724726,http://gt.rkt.no/H11020352
11020353,Lundeleitet,11020353,58.828643,5.724758,http://gt.rkt.no/H11020353
11020356,Vagle,11020356,58.813948,5.724216,http://gt.rkt.no/H11020356
11020357,Vagle,11020357,58.814062,5.724468,http://gt.rkt.no/H11020357
11020358,Vaglemoen,11020358,58.806905,5.724712,http://gt.rkt.no/H11020358
11020359,Vaglemoen,11020359,58.806805,5.725006,http://gt.rkt.no/H11020359
11020360,Foss-Eikeland st.,11020360,58.802358,5.728823,http://gt.rkt.no/H11020360
11020361,Foss-Eikeland st.,11020361,58.802810,5.728741,http://gt.rkt.no/H11020361
11020362,Foss-Eikeland,11020362,58.800288,5.731701,http://gt.rkt.no/H11020362
11020363,Foss-Eikeland,11020363,58.800288,5.732052,http://gt.rkt.no/H11020363
11020364,Fredheimveien,11020364,58.817973,5.705586,http://gt.rkt.no/H11020364
11020365,Leiteveien,11020365,58.816545,5.703760,http://gt.rkt.no/H11020365
11020366,Leiteveien,11020366,58.815746,5.702458,http://gt.rkt.no/H11020366
11020367,Trekløver,11020367,58.814721,5.701426,http://gt.rkt.no/H11020367
11020368,Trekløver,11020368,58.813408,5.699333,http://gt.rkt.no/H11020368
11020369,Håbakken,11020369,58.810700,5.695413,http://gt.rkt.no/H11020369
11020371,Skjæveland bru,11020371,58.807128,5.690688,http://gt.rkt.no/H11020371
11020372,Skjæveland bru,11020372,58.806441,5.688471,http://gt.rkt.no/H11020372
11020373,Esso hovedkontor,11020373,58.888955,5.721990,http://gt.rkt.no/H11020373
11020374,Sandnes sentrum,11020374,58.854790,5.739140,http://gt.rkt.no/H11020374
11020376,Theodor Dahls vei,11020376,58.853119,5.721864,http://gt.rkt.no/H11020376
11020377,Løwenstrasse,11020377,58.886462,5.728782,http://gt.rkt.no/H11020377
11020378,Løwenstrasse,11020378,58.884670,5.727760,http://gt.rkt.no/H11020378
11020379,Ikea varehus,11020379,58.887466,5.723796,http://gt.rkt.no/H11020379
11020380,Luramyrveien v/ABB,11020380,58.883638,5.724881,http://gt.rkt.no/H11020380
11020381,Eventyrveien,11020381,58.882897,5.742869,http://gt.rkt.no/H11020381
11020382,Lindeveien,11020382,58.878039,5.725264,http://gt.rkt.no/H11020382
11020383,Porsmyrveien,11020383,58.880947,5.726365,http://gt.rkt.no/H11020383
11020384,Lerkeveien,11020384,58.873890,5.733285,http://gt.rkt.no/H11020384
11020385,Lerkeveien,11020385,58.873210,5.734631,http://gt.rkt.no/H11020385
11020386,Gamle Postvei,11020386,58.872066,5.737590,http://gt.rkt.no/H11020386
11020387,Luravika,11020387,58.875690,5.741020,http://gt.rkt.no/H11020387
11020388,Varatun sykehjem,11020388,58.867913,5.737095,http://gt.rkt.no/H11020388
11020389,Varatun,11020389,58.865375,5.736250,http://gt.rkt.no/H11020389
11020391,Roald Amundsensgt.,11020391,58.866998,5.742643,http://gt.rkt.no/H11020391
11020392,Flørliveien,11020392,58.869048,5.739541,http://gt.rkt.no/H11020392
11020393,Århaugen,11020393,58.863341,5.735444,http://gt.rkt.no/H11020393
11020394,Århaugen,11020394,58.863044,5.735623,http://gt.rkt.no/H11020394
11020395,K. M. Sørensens gate,11020395,58.864050,5.742860,http://gt.rkt.no/H11020395
11020398,Østråtbanen,11020398,58.860744,5.743844,http://gt.rkt.no/H11020398
11020399,Sandnes turnhall,11020399,58.856440,5.741020,http://gt.rkt.no/H11020399
11020400,Sandnes turnhall,11020400,58.856170,5.740270,http://gt.rkt.no/H11020400
11020402,Vågsgjerdveien,11020402,58.849382,5.737354,http://gt.rkt.no/H11020402
11020403,Vågsgjerdveien,11020403,58.848785,5.738154,http://gt.rkt.no/H11020403
11020404,Gjesdalveien,11020404,58.848339,5.738069,http://gt.rkt.no/H11020404
11020405,Møllegaten,11020405,58.852220,5.725968,http://gt.rkt.no/H11020405
11020406,Møllegaten,11020406,58.852310,5.726220,http://gt.rkt.no/H11020406
11020407,Bj.Bjørnsons gate,11020407,58.851550,5.723305,http://gt.rkt.no/H11020407
11020409,Austrått skole,11020409,58.841337,5.738563,http://gt.rkt.no/H11020409
11020410,Austrått skole,11020410,58.841126,5.739417,http://gt.rkt.no/H11020410
11020411,Giljarhaugen,11020411,58.856494,5.752119,http://gt.rkt.no/H11020411
11020412,Giljarhaugen,11020412,58.855695,5.749455,http://gt.rkt.no/H11020412
11020413,Havanna,11020413,58.854138,5.750071,http://gt.rkt.no/H11020413
11020414,Havanna,11020414,58.853964,5.749580,http://gt.rkt.no/H11020414
11020415,Høgevollsveien,11020415,58.851266,5.748191,http://gt.rkt.no/H11020415
11020418,Hana skole,11020418,58.854165,5.754509,http://gt.rkt.no/H11020418
11020419,Hana skole,11020419,58.854092,5.755380,http://gt.rkt.no/H11020419
11020420,Fjellveien,11020420,58.853452,5.758703,http://gt.rkt.no/H11020420
11020421,Fjellveien,11020421,58.852993,5.757251,http://gt.rkt.no/H11020421
11020422,Eddaveien,11020422,58.853950,5.761970,http://gt.rkt.no/H11020422
11020423,Eddaveien,11020423,58.854260,5.762600,http://gt.rkt.no/H11020423
11020424,Hana,11020424,58.854845,5.766237,http://gt.rkt.no/H11020424
11020425,Hana,11020425,58.855013,5.766473,http://gt.rkt.no/H11020425
11020426,Vatnekrossen,11020426,58.853458,5.771506,http://gt.rkt.no/H11020426
11020427,Vatnekrossen,11020427,58.853379,5.771911,http://gt.rkt.no/H11020427
11020428,Laberget,11020428,58.862853,5.754881,http://gt.rkt.no/H11020428
11020429,Aspervika,11020429,58.866979,5.757687,http://gt.rkt.no/H11020429
11020430,Aspervika,11020430,58.867259,5.758898,http://gt.rkt.no/H11020430
11020431,Daleveien v/Sandvika,11020431,58.871043,5.765797,http://gt.rkt.no/H11020431
11020432,Daleveien v/Sandvika,11020432,58.870497,5.764620,http://gt.rkt.no/H11020432
11020433,Sandvika,11020433,58.870640,5.767645,http://gt.rkt.no/H11020433
11020434,Ragnhilds vei,11020434,58.919863,5.869328,http://gt.rkt.no/H11020434
11020435,Stoklongen,11020435,58.882948,5.864351,http://gt.rkt.no/H11020435
11020436,Hogstadvika,11020436,58.886754,5.859399,http://gt.rkt.no/H11020436
11020437,Imskrossen,11020437,58.908565,5.959098,http://gt.rkt.no/H11020437
11020439,Svihusvatnet,11020439,58.821396,5.939394,http://gt.rkt.no/H11020439
11020440,Åreskjold,11020440,58.821348,5.896096,http://gt.rkt.no/H11020440
11020441,Søredalen,11020441,58.823362,5.828654,http://gt.rkt.no/H11020441
11020442,Bråsteinvatnet sør,11020442,58.800825,5.781743,http://gt.rkt.no/H11020442
11020445,Bråstein,11020445,58.796261,5.786256,http://gt.rkt.no/H11020445
11020446,Bråstein,11020446,58.796437,5.786601,http://gt.rkt.no/H11020446
11020447,Søredalen krossen,11020447,58.824577,5.822819,http://gt.rkt.no/H11020447
11020449,Foren,11020449,58.840680,5.828083,http://gt.rkt.no/H11020449
11020450,Foren,11020450,58.840713,5.827938,http://gt.rkt.no/H11020450
11020451,Foren,11020451,58.837960,5.833941,http://gt.rkt.no/H11020451
11020452,Foren,11020452,58.837559,5.833599,http://gt.rkt.no/H11020452
11020453,Skårlandkrossen,11020453,58.835065,5.818640,http://gt.rkt.no/H11020453
11020454,Skårlandkrossen,11020454,58.835085,5.818788,http://gt.rkt.no/H11020454
11020455,Foss Vatne øst,11020455,58.839028,5.843846,http://gt.rkt.no/H11020455
11020456,Levang øst,11020456,58.846310,5.878240,http://gt.rkt.no/H11020456
11020457,Levang øst,11020457,58.846086,5.877695,http://gt.rkt.no/H11020457
11020458,Levang,11020458,58.845446,5.876128,http://gt.rkt.no/H11020458
11020460,Levang vest,11020460,58.843961,5.873563,http://gt.rkt.no/H11020460
11020461,Levang,11020461,58.845453,5.876258,http://gt.rkt.no/H11020461
11020462,Skjelbrei øst,11020462,58.840796,5.865571,http://gt.rkt.no/H11020462
11020463,Skjelbrei vest,11020463,58.841047,5.863084,http://gt.rkt.no/H11020463
11020464,Auglend,11020464,58.855841,5.906917,http://gt.rkt.no/H11020464
11020465,Auglend,11020465,58.855931,5.906847,http://gt.rkt.no/H11020465
11020467,Trodalveien,11020467,58.896173,6.024421,http://gt.rkt.no/H11020467
11020468,Trodalveien v/Flo,11020468,58.895285,6.028846,http://gt.rkt.no/H11020468
11020470,Liakrossen,11020470,58.896460,6.000307,http://gt.rkt.no/H11020470
11020472,Lauvvik kai,11020472,58.894520,6.055100,http://gt.rkt.no/H11020472
11020473,Sviland øst,11020473,58.823076,5.833941,http://gt.rkt.no/H11020473
11020474,Skjørestad,11020474,58.845211,5.795473,http://gt.rkt.no/H11020474
11020475,Skjørestad,11020475,58.845306,5.795215,http://gt.rkt.no/H11020475
11020476,Breivik øst,11020476,58.949455,5.923630,http://gt.rkt.no/H11020476
11020477,Breivik øst,11020477,58.949601,5.923895,http://gt.rkt.no/H11020477
11020478,Sletten øst,11020478,58.949750,5.918740,http://gt.rkt.no/H11020478
11020479,Sletten øst,11020479,58.949733,5.917305,http://gt.rkt.no/H11020479
11020484,Lauvåsvågen øst,11020484,58.945050,5.886518,http://gt.rkt.no/H11020484
11020485,Lauvåsvågen vest,11020485,58.944108,5.881668,http://gt.rkt.no/H11020485
11020488,Lauvås,11020488,58.939368,5.875118,http://gt.rkt.no/H11020488
11020489,Hetlandvatnet,11020489,58.936932,5.874903,http://gt.rkt.no/H11020489
11020490,Lauvås,11020490,58.939955,5.875205,http://gt.rkt.no/H11020490
11020491,Hetland skog vest,11020491,58.929722,5.867496,http://gt.rkt.no/H11020491
11020495,Eskemyrveien,11020495,58.918010,5.852667,http://gt.rkt.no/H11020495
11020496,Eskemyrveien,11020496,58.917530,5.852123,http://gt.rkt.no/H11020496
11020497,Flatabergveien,11020497,58.920466,5.842879,http://gt.rkt.no/H11020497
11020498,Flatabergveien,11020498,58.920629,5.842611,http://gt.rkt.no/H11020498
11020500,Breivikveien,11020500,58.924330,5.843381,http://gt.rkt.no/H11020500
11020502,Gullskjellveien,11020502,58.925218,5.841052,http://gt.rkt.no/H11020502
11020503,Gullskjellveien,11020503,58.925832,5.840746,http://gt.rkt.no/H11020503
11020504,Kyrkjevollen skole,11020504,58.926933,5.839743,http://gt.rkt.no/H11020504
11020506,Breivikveien,11020506,58.931107,5.845919,http://gt.rkt.no/H11020506
11020507,Hommersåk,11020507,58.929910,5.847779,http://gt.rkt.no/H11020507
11020508,Nedre Livei,11020508,58.922297,5.834774,http://gt.rkt.no/H11020508
11020509,Skjørestad,11020509,58.903795,5.834531,http://gt.rkt.no/H11020509
11020510,Skjørestad nord,11020510,58.906585,5.831250,http://gt.rkt.no/H11020510
11020511,Skjørestad nord,11020511,58.907198,5.830451,http://gt.rkt.no/H11020511
11020512,Haugaland,11020512,58.900476,5.843590,http://gt.rkt.no/H11020512
11020513,Haugaland,11020513,58.901400,5.843285,http://gt.rkt.no/H11020513
11020514,Jødestadkrysset,11020514,58.896320,5.844050,http://gt.rkt.no/H11020514
11020515,Meland,11020515,58.902189,5.850382,http://gt.rkt.no/H11020515
11020516,Meland,11020516,58.902555,5.849823,http://gt.rkt.no/H11020516
11020517,Bjellandveien,11020517,58.904481,5.850198,http://gt.rkt.no/H11020517
11020518,Bjellandveien,11020518,58.904223,5.850577,http://gt.rkt.no/H11020518
11020519,Haugveien,11020519,58.914630,5.851917,http://gt.rkt.no/H11020519
11020523,Hovland,11020523,58.892350,5.844040,http://gt.rkt.no/H11020523
11020524,Hovland nord,11020524,58.894820,5.844000,http://gt.rkt.no/H11020524
11020525,Hovland,11020525,58.892621,5.844378,http://gt.rkt.no/H11020525
11020526,Lutsiskog,11020526,58.880476,5.832578,http://gt.rkt.no/H11020526
11020527,Lutsiskog,11020527,58.879943,5.831358,http://gt.rkt.no/H11020527
11020529,Dybingen,11020529,58.871568,5.808250,http://gt.rkt.no/H11020529
11020532,Stoklongen,11020532,58.883180,5.864231,http://gt.rkt.no/H11020532
11020533,Sloklongstjørna,11020533,58.882948,5.871206,http://gt.rkt.no/H11020533
11020534,Bergura,11020534,58.882940,5.885283,http://gt.rkt.no/H11020534
11020535,Horvetjædna,11020535,58.905541,5.934275,http://gt.rkt.no/H11020535
11020536,Horvetjædna,11020536,58.905375,5.934327,http://gt.rkt.no/H11020536
11020537,Horvevatnet,11020537,58.905785,5.938587,http://gt.rkt.no/H11020537
11020538,Horvetjædna vest,11020538,58.906450,5.932618,http://gt.rkt.no/H11020538
11020539,Horve sør,11020539,58.901071,5.920373,http://gt.rkt.no/H11020539
11020540,Fløysvik øst,11020540,58.898736,5.917669,http://gt.rkt.no/H11020540
11020543,Hetland øst,11020543,58.897421,5.915502,http://gt.rkt.no/H11020543
11020544,Hetland øst,11020544,58.897039,5.915609,http://gt.rkt.no/H11020544
11030549,Stavanger hlp. 8,11030549,58.966600,5.734400,http://gt.rkt.no/H11030549
11020550,Kronen Gaard,11020550,58.854775,5.783492,http://gt.rkt.no/H11020550
11020551,Kronen Gaard,11020551,58.854756,5.782675,http://gt.rkt.no/H11020551
11020552,Riarveien,11020552,58.846321,5.750341,http://gt.rkt.no/H11020552
11020554,Spinnargaten,11020554,58.845999,5.746923,http://gt.rkt.no/H11020554
11020555,Skogvokterveien,11020555,58.824813,5.756426,http://gt.rkt.no/H11020555
11020556,Buggelandveien,11020556,58.817552,5.764432,http://gt.rkt.no/H11020556
11020560,Rishagen,11020560,58.829945,5.716274,http://gt.rkt.no/H11020560
11204622,Skotaheia,11204622,58.777979,5.587108,http://gt.rkt.no/H11204622
11204623,Skotaheia,11204623,58.777833,5.586470,http://gt.rkt.no/H11204623
11204625,Damsgard,11204625,58.772775,5.591106,http://gt.rkt.no/H11204625
11204628,Stemmemyra,11204628,58.786468,5.579856,http://gt.rkt.no/H11204628
11204629,Horpestad nord,11204629,58.747888,5.584034,http://gt.rkt.no/H11204629
11204630,Storeholen,11204630,58.746141,5.594399,http://gt.rkt.no/H11204630
11204632,Skaret,11204632,58.737786,5.638555,http://gt.rkt.no/H11204632
11194633,Nærheim vest,11194633,58.677664,5.585804,http://gt.rkt.no/H11194633
11594637,Vikevik,11594637,59.591582,5.591019,http://gt.rkt.no/H11594637
11464645,Stakkland,11464645,59.431671,5.561012,http://gt.rkt.no/H11464645
11144651,Bjerkreim skule,11144651,58.583782,6.078947,http://gt.rkt.no/H11144651
11144652,Vikeså skule,11144652,58.640316,6.102565,http://gt.rkt.no/H11144652
11124654,Heskestad skole,11124654,58.531087,6.340979,http://gt.rkt.no/H11124654
11014655,Eigerøyveien,11014655,58.460534,5.975422,http://gt.rkt.no/H11014655
11224688,Eikelandsmyrane,11224688,58.756251,5.809421,http://gt.rkt.no/H11224688
11344738,Hebnes,11344738,59.353523,5.962097,http://gt.rkt.no/H11344738
11344740,Ropeid,11344740,59.485190,6.213640,http://gt.rkt.no/H11344740
11214759,Vassbø,11214759,58.733873,5.674656,http://gt.rkt.no/H11214759
11224774,Kyllingstad,11224774,58.726371,5.980068,http://gt.rkt.no/H11224774
11014776,Gya,11014776,58.596370,6.346330,http://gt.rkt.no/H11014776
10464785,Tonstad sentrum,10464785,58.664501,6.717316,http://gt.rkt.no/H10464785
11594789,Lunde,11594789,59.612520,5.775770,http://gt.rkt.no/H11594789
10464797,Tonstad rb. st.,10464797,58.666228,6.706125,http://gt.rkt.no/H10464797
11014842,Egelandsdalen,11014842,58.621690,6.461655,http://gt.rkt.no/H11014842
11014844,Gya,11014844,58.596346,6.346268,http://gt.rkt.no/H11014844
11114855,Åna Sira,11114855,58.293430,6.443260,http://gt.rkt.no/H11114855
11144856,Bjerkreim,11144856,58.584615,6.070457,http://gt.rkt.no/H11144856
11224857,Ålgård v/E39,11224857,58.766763,5.863052,http://gt.rkt.no/H11224857
11224858,Ålgård v/E39,11224858,58.766655,5.862914,http://gt.rkt.no/H11224858
11144859,Vikeså,11144859,58.631031,6.077688,http://gt.rkt.no/H11144859
11024881,Bogafjell vest,11024881,58.816160,5.744580,http://gt.rkt.no/H11024881
11024882,Vaglefjellskogen,11024882,58.816460,5.748330,http://gt.rkt.no/H11024882
11024883,Bogafjell,11024883,58.815950,5.753650,http://gt.rkt.no/H11024883
11024884,Vaglefjellbakken,11024884,58.814370,5.756430,http://gt.rkt.no/H11024884
11024885,Bogafjellskogen,11024885,58.817320,5.742250,http://gt.rkt.no/H11024885
11024886,Bogafjell øst,11024886,58.816720,5.758490,http://gt.rkt.no/H11024886
11034904,Osebergstien,11034904,58.988720,5.675290,http://gt.rkt.no/H11034904
11064906,Aibel,11064906,59.409299,5.266629,http://gt.rkt.no/H11064906
11064907,Haraldsvang skole,11064907,59.423784,5.280888,http://gt.rkt.no/H11064907
11494915,Røyksund,11494915,59.335725,5.363218,http://gt.rkt.no/H11494915
11494917,Tømmervik,11494917,59.217753,5.319715,http://gt.rkt.no/H11494917
11494918,Stangeland,11494918,59.277412,5.314360,http://gt.rkt.no/H11494918
11494919,Stangeland,11494919,59.276999,5.314227,http://gt.rkt.no/H11494919
11494920,Dale,11494920,59.177143,5.291535,http://gt.rkt.no/H11494920
11494921,Tømmervik,11494921,59.217758,5.320626,http://gt.rkt.no/H11494921
11494922,Fosen,11494922,59.311256,5.371270,http://gt.rkt.no/H11494922
11454923,Alvestad,11454923,59.218790,5.452890,http://gt.rkt.no/H11454923
11494924,Tuastad skole,11494924,59.350634,5.362954,http://gt.rkt.no/H11494924
11494925,Røyksund,11494925,59.335715,5.363042,http://gt.rkt.no/H11494925
11454926,Ognøy,11454926,59.253925,5.470619,http://gt.rkt.no/H11454926
11494927,Varaneskrossen,11494927,59.315875,5.370346,http://gt.rkt.no/H11494927
11354928,Åbødalen,11354928,59.661272,6.359971,http://gt.rkt.no/H11354928
11354929,Åbødalen,11354929,59.658880,6.361291,http://gt.rkt.no/H11354929
11354930,Åbødalen,11354930,59.663460,6.357601,http://gt.rkt.no/H11354930
11354931,Espeland,11354931,59.664964,6.355898,http://gt.rkt.no/H11354931
11354932,Espeland,11354932,59.661657,6.357368,http://gt.rkt.no/H11354932
11354934,Høllandstre øst,11354934,59.658029,6.360962,http://gt.rkt.no/H11354934
11354935,Brekke,11354935,59.656867,6.365258,http://gt.rkt.no/H11354935
11354936,Brekke,11354936,59.658864,6.375322,http://gt.rkt.no/H11354936
11354937,Rød Sauda,11354937,59.663380,6.389303,http://gt.rkt.no/H11354937
11354938,Rød Sauda,11354938,59.663333,6.391971,http://gt.rkt.no/H11354938
11354939,Austerheim,11354939,59.668246,6.408438,http://gt.rkt.no/H11354939
11354940,Saua,11354940,59.640543,6.302750,http://gt.rkt.no/H11354940
11354941,Sandvikåsen,11354941,59.639638,6.298362,http://gt.rkt.no/H11354941
11354942,Austerheim,11354942,59.665569,6.400703,http://gt.rkt.no/H11354942
11464945,Skaret,11464945,59.284994,5.523521,http://gt.rkt.no/H11464945
11594946,Ulvevne sør,11594946,59.548537,5.568174,http://gt.rkt.no/H11594946
11594947,Ulvevne sør,11594947,59.552362,5.565742,http://gt.rkt.no/H11594947
11594948,Ulvevne,11594948,59.553481,5.564597,http://gt.rkt.no/H11594948
11594949,Ulvevne,11594949,59.558670,5.567719,http://gt.rkt.no/H11594949
11594950,Ulvevne nord,11594950,59.571293,5.568544,http://gt.rkt.no/H11594950
11594951,Ulvevne nord,11594951,59.572536,5.568660,http://gt.rkt.no/H11594951
11594953,Dommasnes,11594953,59.582788,5.572953,http://gt.rkt.no/H11594953
11594954,Dommasnes,11594954,59.585628,5.577827,http://gt.rkt.no/H11594954
11594955,Alne,11594955,59.602946,5.590946,http://gt.rkt.no/H11594955
11594956,Alne,11594956,59.603331,5.590889,http://gt.rkt.no/H11594956
11594957,Alne nord,11594957,59.605560,5.588686,http://gt.rkt.no/H11594957
11464958,Li,11464958,59.294549,5.663439,http://gt.rkt.no/H11464958
11594959,Årvikveien,11594959,59.638682,5.582289,http://gt.rkt.no/H11594959
11464960,Slåttevik,11464960,59.314415,5.467775,http://gt.rkt.no/H11464960
11464961,Slåttevik,11464961,59.314842,5.466663,http://gt.rkt.no/H11464961
11594963,Tindeland,11594963,59.652520,5.575002,http://gt.rkt.no/H11594963
11594964,Tindeland nord,11594964,59.659768,5.573375,http://gt.rkt.no/H11594964
11594965,Åsbø,11594965,59.677965,5.593873,http://gt.rkt.no/H11594965
11594966,Åsbø,11594966,59.679184,5.595460,http://gt.rkt.no/H11594966
11594967,Åsbø,11594967,59.680246,5.599726,http://gt.rkt.no/H11594967
11594968,Skien nord,11594968,59.643547,5.770314,http://gt.rkt.no/H11594968
11354969,Rådhusgata,11354969,59.648930,6.353656,http://gt.rkt.no/H11354969
11594971,Skien,11594971,59.640171,5.774323,http://gt.rkt.no/H11594971
11594973,Skien sør,11594973,59.638171,5.777285,http://gt.rkt.no/H11594973
11594975,Skien sør,11594975,59.638416,5.776971,http://gt.rkt.no/H11594975
11604976,Dalavik,11604976,59.508923,5.526570,http://gt.rkt.no/H11604976
11464977,Stølen,11464977,59.278710,5.544968,http://gt.rkt.no/H11464977
11594980,Haugane,11594980,59.603829,5.827921,http://gt.rkt.no/H11594980
11594981,Haugane øst,11594981,59.603763,5.834120,http://gt.rkt.no/H11594981
11594982,Haugsgjerde øst,11594982,59.653831,5.730616,http://gt.rkt.no/H11594982
11594983,Haugane øst,11594983,59.603720,5.835218,http://gt.rkt.no/H11594983
11594984,Kjellesvik,11594984,59.648127,5.760216,http://gt.rkt.no/H11594984
11594985,Kjellesvik,11594985,59.648119,5.760517,http://gt.rkt.no/H11594985
11464988,Padlane,11464988,59.381519,5.476295,http://gt.rkt.no/H11464988
11464989,Aukland,11464989,59.436907,5.544790,http://gt.rkt.no/H11464989
11594990,Tindeland nord,11594990,59.655490,5.574879,http://gt.rkt.no/H11594990
11604991,Aksland,11604991,59.479973,6.099057,http://gt.rkt.no/H11604991
11594992,Gjerdevik vest,11594992,59.598644,5.750406,http://gt.rkt.no/H11594992
11604993,Skipavåg,11604993,59.488382,6.152390,http://gt.rkt.no/H11604993
11344994,Løvik,11344994,59.548596,6.337640,http://gt.rkt.no/H11344994
11465000,Nesheim,11465000,59.454301,5.380353,http://gt.rkt.no/H11465000
11465001,Sand,11465001,59.336359,5.569049,http://gt.rkt.no/H11465001
11465002,Nodlandskrossen,11465002,59.434990,5.383857,http://gt.rkt.no/H11465002
11465003,Nodlandskrossen,11465003,59.434981,5.383804,http://gt.rkt.no/H11465003
11455004,Grønnestad,11455004,59.201602,5.408474,http://gt.rkt.no/H11455004
11455005,Loten,11455005,59.170376,5.392878,http://gt.rkt.no/H11455005
11465006,Slåttevik,11465006,59.315232,5.458456,http://gt.rkt.no/H11465006
11465007,Eikje,11465007,59.299157,5.475211,http://gt.rkt.no/H11465007
11465008,Gismarvik,11465008,59.304530,5.405197,http://gt.rkt.no/H11465008
11605009,Knapphus,11605009,59.530288,5.688281,http://gt.rkt.no/H11605009
11465010,Falkeid,11465010,59.293449,5.523184,http://gt.rkt.no/H11465010
11355019,Sauda sjukehus,11355019,59.655968,6.362534,http://gt.rkt.no/H11355019
11355020,Sandvikdalen,11355020,59.635870,6.297598,http://gt.rkt.no/H11355020
11345026,Vanvik,11345026,59.547347,6.362484,http://gt.rkt.no/H11345026
11355027,Sauda u.skule,11355027,59.652148,6.355360,http://gt.rkt.no/H11355027
11455032,Torland,11455032,59.215425,5.425408,http://gt.rkt.no/H11455032
11455034,Trosnavåg kryss,11455034,59.193674,5.425174,http://gt.rkt.no/H11455034
11465036,Steinsvik,11465036,59.354883,5.608388,http://gt.rkt.no/H11465036
11605044,Nesheim,11605044,59.499445,5.717583,http://gt.rkt.no/H11605044
11035346,Stavanger spor 5,11035346,58.966550,5.733420,http://gt.rkt.no/H11035346
11605351,Sandeid,11605351,59.544107,5.863149,http://gt.rkt.no/H11605351
11345366,Medhus,11345366,59.380609,5.997509,http://gt.rkt.no/H11345366
11345367,Kjølvik,11345367,59.417323,6.019610,http://gt.rkt.no/H11345367
11345368,Solland,11345368,59.422332,6.064307,http://gt.rkt.no/H11345368
11345369,Øvrabø,11345369,59.434089,6.121696,http://gt.rkt.no/H11345369
11345370,Øvrabø,11345370,59.434099,6.121344,http://gt.rkt.no/H11345370
11345371,Solland,11345371,59.422440,6.064272,http://gt.rkt.no/H11345371
11345372,Kjølvik,11345372,59.417323,6.019452,http://gt.rkt.no/H11345372
11345373,Medhus,11345373,59.380546,5.997473,http://gt.rkt.no/H11345373
10045468,Fjellså,10045468,58.286120,6.608830,http://gt.rkt.no/H10045468
11245481,Skadberg,11245481,58.881550,5.671090,http://gt.rkt.no/H11245481
11145492,Asheim,11145492,58.679677,6.129095,http://gt.rkt.no/H11145492
11225497,Søyland,11225497,58.683307,5.987895,http://gt.rkt.no/H11225497
10045513,Svegeskogen,10045513,58.282150,6.640280,http://gt.rkt.no/H10045513
11015537,Årstaddalen,11015537,58.447699,6.005780,http://gt.rkt.no/H11015537
11015538,Hestnesveien,11015538,58.436889,6.008028,http://gt.rkt.no/H11015538
11015539,Hestnesveien,11015539,58.436951,6.008559,http://gt.rkt.no/H11015539
11015544,Hovlandsveien,11015544,58.456512,5.976432,http://gt.rkt.no/H11015544
11015545,Hovlandsveien,11015545,58.456458,5.976894,http://gt.rkt.no/H11015545
11015546,Syntø,11015546,58.425430,5.980170,http://gt.rkt.no/H11015546
11015547,Sundstø,11015547,58.429497,5.980925,http://gt.rkt.no/H11015547
11015548,Sundstø,11015548,58.429587,5.981353,http://gt.rkt.no/H11015548
11015550,Kjeld Bugges gate,11015550,58.448957,5.999394,http://gt.rkt.no/H11015550
11015551,Aarstadsgaten,11015551,58.450411,6.000748,http://gt.rkt.no/H11015551
11015552,Aarstadsgaten,11015552,58.449648,6.002871,http://gt.rkt.no/H11015552
11015553,Aarstadsgaten,11015553,58.449513,6.003128,http://gt.rkt.no/H11015553
11015554,Aarstadsgaten,11015554,58.450564,6.000869,http://gt.rkt.no/H11015554
11015555,Bjørkveien,11015555,58.443886,5.995057,http://gt.rkt.no/H11015555
11015556,Prestegårdsveien,11015556,58.446570,5.997371,http://gt.rkt.no/H11015556
11015557,Motalaveien,11015557,58.442198,5.994885,http://gt.rkt.no/H11015557
11015558,Hyvingeveien,11015558,58.439863,5.997588,http://gt.rkt.no/H11015558
11015559,Gamle Eigerøyveien,11015559,58.461205,5.992879,http://gt.rkt.no/H11015559
11015560,Gamle Eigerøyveien,11015560,58.461339,5.992622,http://gt.rkt.no/H11015560
11015565,Løyningveien,11015565,58.435549,5.976562,http://gt.rkt.no/H11015565
11015566,Løyningveien,11015566,58.435423,5.976802,http://gt.rkt.no/H11015566
11145567,Røyslandsfeltet,11145567,58.584289,6.062187,http://gt.rkt.no/H11145567
11145570,Vikesdal,11145570,58.643965,6.115323,http://gt.rkt.no/H11145570
11015571,Skjerpeveien,11015571,58.526703,6.126322,http://gt.rkt.no/H11015571
11215578,Årrestad,11215578,58.692557,5.769475,http://gt.rkt.no/H11215578
11015590,Lagårdsveien,11015590,58.463048,6.014741,http://gt.rkt.no/H11015590
11035602,Madlakrossen hlp. 1,11035602,58.953506,5.682641,http://gt.rkt.no/H11035602
11035603,Madlakrossen hlp. 2,11035603,58.953265,5.683008,http://gt.rkt.no/H11035603
11125613,Lund u.skole,11125613,58.452737,6.552811,http://gt.rkt.no/H11125613
11125614,Lagestrand,11125614,58.491880,6.517040,http://gt.rkt.no/H11125614
11125615,Surdal,11125615,58.515910,6.511390,http://gt.rkt.no/H11125615
11465619,Klovning,11465619,59.373064,5.476452,http://gt.rkt.no/H11465619
11465630,Tveit vgs.,11465630,59.345359,5.794591,http://gt.rkt.no/H11465630
